id,name,tag_line,logo,image,description,address,tin_no,status,is_deleted,created_on,updated_on,closing_time,opening_time,cost_for_two,delivery_time,minimum_order
235,           Roll Runner         ,"Rolls, Fast Food",images/DqqxgYYH.jpg,images/DqqxgYYH.jpg,"Rolls, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
236,           Rollmaal         ,"Rolls, Chinese, Desserts",images/SmHNyxCJ.jpg,images/SmHNyxCJ.jpg,"Rolls, Chinese, Desserts",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,99
237,           Food Plaza         ,"Chinese, North Indian, Fast Food",images/WATyEOgI.jpg,images/WATyEOgI.jpg,"Chinese, North Indian, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
238,           Bikkgane Biryani         ,"Biryani, North Indian, Andhra",images/LpIcYiAm.jpg,images/LpIcYiAm.jpg,"Biryani, North Indian, Andhra",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,400,30,50
239,           Cake N Flower         ,Bakery,images/VGioiKTG.jpg,images/VGioiKTG.jpg,Bakery,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
240,           Food For U         ,"North Indian, Chinese",images/TaBxIaZR.jpg,images/TaBxIaZR.jpg,"North Indian, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
241,           La Pino'z Pizza         ,"Pizza, Italian, Fast Food, Beverages",images/LtbxkLNh.jpg,images/LtbxkLNh.jpg,"Pizza, Italian, Fast Food, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,40,99
242,           Moti Mahal Delux Tandoori Trail         ,"North Indian, Mughlai, Chinese",images/gjvfPZYf.jpg,images/gjvfPZYf.jpg,"North Indian, Mughlai, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,400,45,99
243,           Hot & Sour         ,Chinese,images/cgMqYpAN.jpg,images/cgMqYpAN.jpg,Chinese,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,50
244,           Theobroma         ,"Bakery, Cafe, Fast Food",images/bSYyWjch.jpg,images/bSYyWjch.jpg,"Bakery, Cafe, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,45,50
245,           Desi Vibes         ,"North Indian, Mughlai, Kebab",images/kPvOtXHX.jpg,images/kPvOtXHX.jpg,"North Indian, Mughlai, Kebab",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,500,55,99
246,           Nirula's Ice Cream         ,"Ice Cream, Desserts",images/NPFXOaOu.jpg,images/NPFXOaOu.jpg,"Ice Cream, Desserts",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,50
247,           Biryani Mahal         ,Biryani,images/aTMzVUzt.jpg,images/aTMzVUzt.jpg,Biryani,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
248,           Mishti's Kitchen         ,Mughlai,images/zVozLCZF.jpg,images/zVozLCZF.jpg,Mughlai,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,55,99
249,           Roll Runner         ,"Rolls, Fast Food",images/kPlhnPZb.jpg,images/kPlhnPZb.jpg,"Rolls, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
250,           Rollmaal         ,"Rolls, Chinese, Desserts",images/GRgmJDZU.jpg,images/GRgmJDZU.jpg,"Rolls, Chinese, Desserts",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,99
251,           Food Plaza         ,"Chinese, North Indian, Fast Food",images/DpmAdaLH.jpg,images/DpmAdaLH.jpg,"Chinese, North Indian, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
252,           Bikkgane Biryani         ,"Biryani, North Indian, Andhra",images/VPdobGup.jpg,images/VPdobGup.jpg,"Biryani, North Indian, Andhra",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,400,30,50
253,           Cake N Flower         ,Bakery,images/WfrdQkvn.jpg,images/WfrdQkvn.jpg,Bakery,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
254,           Food For U         ,"North Indian, Chinese",images/beRmBvkb.jpg,images/beRmBvkb.jpg,"North Indian, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
255,           La Pino'z Pizza         ,"Pizza, Italian, Fast Food, Beverages",images/QsrbCEnE.jpg,images/QsrbCEnE.jpg,"Pizza, Italian, Fast Food, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,40,99
256,           Moti Mahal Delux Tandoori Trail         ,"North Indian, Mughlai, Chinese",images/ObOtEtnb.jpg,images/ObOtEtnb.jpg,"North Indian, Mughlai, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,400,45,99
257,           Hot & Sour         ,Chinese,images/fbHSoLQA.jpg,images/fbHSoLQA.jpg,Chinese,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,50
258,           Theobroma         ,"Bakery, Cafe, Fast Food",images/rbgEtbWW.jpg,images/rbgEtbWW.jpg,"Bakery, Cafe, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,45,50
259,           Desi Vibes         ,"North Indian, Mughlai, Kebab",images/LzKwwSlT.jpg,images/LzKwwSlT.jpg,"North Indian, Mughlai, Kebab",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,500,55,99
260,           Nirula's Ice Cream         ,"Ice Cream, Desserts",images/jqyEJiaF.jpg,images/jqyEJiaF.jpg,"Ice Cream, Desserts",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,50
261,           Biryani Mahal         ,Biryani,images/HEcHxFWx.jpg,images/HEcHxFWx.jpg,Biryani,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
262,           Mishti's Kitchen         ,Mughlai,images/HfGfiQTC.jpg,images/HfGfiQTC.jpg,Mughlai,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,55,99
263,           Pizza and More         ,"Fast Food, Pizza",images/eHtIpqnH.jpg,images/eHtIpqnH.jpg,"Fast Food, Pizza",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
264,           South Indian Restaurant         ,South Indian,images/yKVdwehd.jpg,images/yKVdwehd.jpg,South Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
265,           Feast & Beast         ,Fast Food,images/etcwkXrg.jpg,images/etcwkXrg.jpg,Fast Food,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,60,99
266,           Thalis Of India         ,"North Indian, South Indian",images/IjSKYpyt.jpg,images/IjSKYpyt.jpg,"North Indian, South Indian",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,50,50
267,           Veggies Pride         ,North Indian,images/PbeFXUhl.jpg,images/PbeFXUhl.jpg,North Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,60,99
268,           Aggarwal Kachori Wale         ,Street Food,images/UlWJagcM.jpg,images/UlWJagcM.jpg,Street Food,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
269,           Darshnam Family Restaurant         ,"North Indian, Chinese",images/wpSBklqx.jpg,images/wpSBklqx.jpg,"North Indian, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,55,99
270,           Thee Pot         ,"Cafe, Fast Food",images/gnCITkRt.jpg,images/gnCITkRt.jpg,"Cafe, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,45,50
271,           Hari Om Restaurant         ,North Indian,images/hwBeLDsw.jpg,images/hwBeLDsw.jpg,North Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
272,           Junction 66         ,"North Indian, South Indian",images/ycjUssLs.jpg,images/ycjUssLs.jpg,"North Indian, South Indian",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
273,           Al - Noor Chicken Biryani         ,North Indian,images/ISuSjIQP.jpg,images/ISuSjIQP.jpg,North Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,60,99
274,           Jack In the Box         ,"Fast Food, Street Food",images/VZUwVkkv.jpg,images/VZUwVkkv.jpg,"Fast Food, Street Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,60,99
275,           YumYumSouth         ,South Indian,images/UKLbQnWU.jpg,images/UKLbQnWU.jpg,South Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,50,50
276,           Khidmat         ,"North Indian, Mughlai, Chinese",images/UbzhnPQb.jpg,images/UbzhnPQb.jpg,"North Indian, Mughlai, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,45,99
277,           GoGourmet         ,"Healthy Food, Continental, Juices, Salad",images/MaArJFRS.jpg,images/MaArJFRS.jpg,"Healthy Food, Continental, Juices, Salad",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,45,99
278,           Feast & Beast         ,Fast Food,images/ZTYTuBrS.jpg,images/ZTYTuBrS.jpg,Fast Food,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,60,99
279,           Thalis Of India         ,"North Indian, South Indian",images/TrjfXLQb.jpg,images/TrjfXLQb.jpg,"North Indian, South Indian",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,50,50
280,           Veggies Pride         ,North Indian,images/cqjFfmkG.jpg,images/cqjFfmkG.jpg,North Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,60,99
281,           Aggarwal Kachori Wale         ,Street Food,images/wILhemes.jpg,images/wILhemes.jpg,Street Food,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
282,           Darshnam Family Restaurant         ,"North Indian, Chinese",images/gIKGYMNk.jpg,images/gIKGYMNk.jpg,"North Indian, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,55,99
283,           Thee Pot         ,"Cafe, Fast Food",images/afbzjSpD.jpg,images/afbzjSpD.jpg,"Cafe, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,45,50
284,           Hari Om Restaurant         ,North Indian,images/JVqbhgCP.jpg,images/JVqbhgCP.jpg,North Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
285,           Junction 66         ,"North Indian, South Indian",images/qxFgjcUU.jpg,images/qxFgjcUU.jpg,"North Indian, South Indian",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
286,           Al - Noor Chicken Biryani         ,North Indian,images/zaEHivYE.jpg,images/zaEHivYE.jpg,North Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,60,99
287,           Jack In the Box         ,"Fast Food, Street Food",images/KyjrESQf.jpg,images/KyjrESQf.jpg,"Fast Food, Street Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,60,99
288,           YumYumSouth         ,South Indian,images/MCdGhZxF.jpg,images/MCdGhZxF.jpg,South Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,50,50
289,           Khidmat         ,"North Indian, Mughlai, Chinese",images/vsTCBPLK.jpg,images/vsTCBPLK.jpg,"North Indian, Mughlai, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,45,99
290,           GoGourmet         ,"Healthy Food, Continental, Juices, Salad",images/HBFWGzSB.jpg,images/HBFWGzSB.jpg,"Healthy Food, Continental, Juices, Salad",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,45,99
291,           The Chinese Vs North Kitchen         ,"North Indian, Chinese, Fast Food",images/DElMNoiV.jpg,images/DElMNoiV.jpg,"North Indian, Chinese, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,350,60,99
292,           Ovenstory Pizza         ,"Pizza, Fast Food",images/urnVjirZ.jpg,images/urnVjirZ.jpg,"Pizza, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,350,45,149
293,           Full House Bakery Cafe         ,"Bakery, Fast Food, Desserts",images/LfyhunMr.jpg,images/LfyhunMr.jpg,"Bakery, Fast Food, Desserts",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,50,50
294,           Fit Food 27         ,"Sandwich, Fast Food, Beverages",images/OMoNObFg.jpg,images/OMoNObFg.jpg,"Sandwich, Fast Food, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,40,50
295,           AlNoor Mughlai Food         ,"North Indian, Mughlai",images/IDSGTpkt.jpg,images/IDSGTpkt.jpg,"North Indian, Mughlai",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,45,50
296,           Sagar Ratna         ,"South Indian, North Indian, Chinese",images/qmGwAOQU.jpg,images/qmGwAOQU.jpg,"South Indian, North Indian, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,30,50
297,           M2 Meat Murga         ,"North Indian, Mughlai, Chinese",images/pkkBHKiT.jpg,images/pkkBHKiT.jpg,"North Indian, Mughlai, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
298,           Biryani Hive         ,Biryani,images/oLzFpoTH.jpg,images/oLzFpoTH.jpg,Biryani,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,45,50
299,           States         ,"North Indian, South Indian",images/OoLkpxBa.jpg,images/OoLkpxBa.jpg,"North Indian, South Indian",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,60,99
300,           The Black Coffee Cafe         ,"Cafe, American, Fast Food, Beverages",images/qoQaZdbf.jpg,images/qoQaZdbf.jpg,"Cafe, American, Fast Food, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,50,50
301,           Pizza Galleria         ,"Pizza, Fast Food, Beverages",images/xWFWlBzc.jpg,images/xWFWlBzc.jpg,"Pizza, Fast Food, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
302,           Dosa-Vosa         ,South Indian,images/IVeSEAkD.jpg,images/IVeSEAkD.jpg,South Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
303,           Captain Chang         ,"Chinese, Asian, Momos",images/vcguOkGm.jpg,images/vcguOkGm.jpg,"Chinese, Asian, Momos",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,99
304,           WOW! Momo         ,"Momos, Fast Food",images/xawRkSLw.jpg,images/xawRkSLw.jpg,"Momos, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
305,           Petpooja         ,"North Indian, Fast Food",images/hcIarEhw.jpg,images/hcIarEhw.jpg,"North Indian, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
306,           Namaste Bihar         ,"North Indian, Chinese, Bihari",images/PhiEbTLD.jpg,images/PhiEbTLD.jpg,"North Indian, Chinese, Bihari",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
307,           Fit Food 27         ,"Sandwich, Fast Food, Beverages",images/homByFDG.jpg,images/homByFDG.jpg,"Sandwich, Fast Food, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,40,50
308,           AlNoor Mughlai Food         ,"North Indian, Mughlai",images/ZWBnniJA.jpg,images/ZWBnniJA.jpg,"North Indian, Mughlai",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,45,50
309,           Sagar Ratna         ,"South Indian, North Indian, Chinese",images/rbDVlZOZ.jpg,images/rbDVlZOZ.jpg,"South Indian, North Indian, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,30,50
310,           M2 Meat Murga         ,"North Indian, Mughlai, Chinese",images/zVvzSrzr.jpg,images/zVvzSrzr.jpg,"North Indian, Mughlai, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
311,           Biryani Hive         ,Biryani,images/kyhDrKzx.jpg,images/kyhDrKzx.jpg,Biryani,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,45,50
312,           States         ,"North Indian, South Indian",images/NIJtykJk.jpg,images/NIJtykJk.jpg,"North Indian, South Indian",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,60,99
313,           The Black Coffee Cafe         ,"Cafe, American, Fast Food, Beverages",images/pQxZgYsu.jpg,images/pQxZgYsu.jpg,"Cafe, American, Fast Food, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,50,50
314,           Pizza Galleria         ,"Pizza, Fast Food, Beverages",images/OtbOptne.jpg,images/OtbOptne.jpg,"Pizza, Fast Food, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
315,           Dosa-Vosa         ,South Indian,images/rcCXLMuU.jpg,images/rcCXLMuU.jpg,South Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
316,           Captain Chang         ,"Chinese, Asian, Momos",images/ZPkRhOGZ.jpg,images/ZPkRhOGZ.jpg,"Chinese, Asian, Momos",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,99
317,           WOW! Momo         ,"Momos, Fast Food",images/ehoOmnxF.jpg,images/ehoOmnxF.jpg,"Momos, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
318,           Petpooja         ,"North Indian, Fast Food",images/XqDNEgqE.jpg,images/XqDNEgqE.jpg,"North Indian, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
319,           Namaste Bihar         ,"North Indian, Chinese, Bihari",images/rQDcTtrI.jpg,images/rQDcTtrI.jpg,"North Indian, Chinese, Bihari",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
320,           The Tasty Corner         ,"North Indian, Chinese",images/CeZmEsCu.jpg,images/CeZmEsCu.jpg,"North Indian, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,45,50
321,           Coastal Curries         ,South Indian,images/OUzoFTSI.jpg,images/OUzoFTSI.jpg,South Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,50,50
322,           Ongton         ,Chinese,images/BBFNrpJl.jpg,images/BBFNrpJl.jpg,Chinese,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,50
323,           Slice Of Italy         ,"Pizza, Italian, Salad, Bakery, Sandwich, Beverages",images/fdouIjaC.jpg,images/fdouIjaC.jpg,"Pizza, Italian, Salad, Bakery, Sandwich, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,40,50
324,           The Zaika King         ,"North Indian, Mughlai, Momos",images/fGHOQynG.jpg,images/fGHOQynG.jpg,"North Indian, Mughlai, Momos",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,45,50
325,           Southy         ,South Indian,images/UpqJALUs.jpg,images/UpqJALUs.jpg,South Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,50
326,           The Good Bowl         ,"Asian, Biryani, North Indian",images/rCXEHzGQ.jpg,images/rCXEHzGQ.jpg,"Asian, Biryani, North Indian",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,99
327,           Meal a Deal         ,"North Indian, Fast Food",images/nNxfsmEd.jpg,images/nNxfsmEd.jpg,"North Indian, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,50
328,           Quick Grabs         ,"North Indian, Chinese",images/HOjtaVFF.jpg,images/HOjtaVFF.jpg,"North Indian, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,45,99
329,           Speedy Chow         ,"Chinese, Asian",images/VQavtOWr.jpg,images/VQavtOWr.jpg,"Chinese, Asian",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,99
330,           Cuisine of China         ,"Chinese, Thai, Momos",images/gpSIgmjG.jpg,images/gpSIgmjG.jpg,"Chinese, Thai, Momos",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,45,99
331,           Kathi Junction         ,"Rolls, North Indian, Biryani",images/kWqUcOHE.jpg,images/kWqUcOHE.jpg,"Rolls, North Indian, Biryani",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,45,50
332,           Baskin Robbins         ,"Desserts, Ice Cream, Beverages",images/RnpudPWd.jpg,images/RnpudPWd.jpg,"Desserts, Ice Cream, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,99
333,           Moti Mahal Deluxe Advant         ,"North Indian, Mughlai",images/nzNISRYw.jpg,images/nzNISRYw.jpg,"North Indian, Mughlai",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,400,45,99
