id,name,tag_line,logo,image,description,address,status,is_deleted,created_on,updated_on,closing_time,cost_for_two,delivery_time,minimum_order,opening_time
244,           Theobroma         ,"Bakery, Cafe, Fast Food",bSYyWjch.jpg,bSYyWjch.jpg,"Bakery, Cafe, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,45,50,11:00
245,           Desi Vibes         ,"North Indian, Mughlai, Kebab",kPvOtXHX.jpg,kPvOtXHX.jpg,"North Indian, Mughlai, Kebab",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,500,55,99,11:00
246,           Nirula's Ice Cream         ,"Ice Cream, Desserts",NPFXOaOu.jpg,NPFXOaOu.jpg,"Ice Cream, Desserts",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,50,11:00
247,           Biryani Mahal         ,Biryani,aTMzVUzt.jpg,aTMzVUzt.jpg,Biryani,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
248,           Mishti's Kitchen         ,Mughlai,zVozLCZF.jpg,zVozLCZF.jpg,Mughlai,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,55,99,11:00
249,           Roll Runner         ,"Rolls, Fast Food",kPlhnPZb.jpg,kPlhnPZb.jpg,"Rolls, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
250,           Rollmaal         ,"Rolls, Chinese, Desserts",GRgmJDZU.jpg,GRgmJDZU.jpg,"Rolls, Chinese, Desserts",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,99,11:00
251,           Food Plaza         ,"Chinese, North Indian, Fast Food",DpmAdaLH.jpg,DpmAdaLH.jpg,"Chinese, North Indian, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
252,           Bikkgane Biryani         ,"Biryani, North Indian, Andhra",VPdobGup.jpg,VPdobGup.jpg,"Biryani, North Indian, Andhra",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,400,30,50,11:00
253,           Cake N Flower         ,Bakery,WfrdQkvn.jpg,WfrdQkvn.jpg,Bakery,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
254,           Food For U         ,"North Indian, Chinese",beRmBvkb.jpg,beRmBvkb.jpg,"North Indian, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
255,           La Pino'z Pizza         ,"Pizza, Italian, Fast Food, Beverages",QsrbCEnE.jpg,QsrbCEnE.jpg,"Pizza, Italian, Fast Food, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,40,99,11:00
256,           Moti Mahal Delux Tandoori Trail         ,"North Indian, Mughlai, Chinese",ObOtEtnb.jpg,ObOtEtnb.jpg,"North Indian, Mughlai, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,400,45,99,11:00
257,           Hot & Sour         ,Chinese,fbHSoLQA.jpg,fbHSoLQA.jpg,Chinese,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,50,11:00
258,           Theobroma         ,"Bakery, Cafe, Fast Food",rbgEtbWW.jpg,rbgEtbWW.jpg,"Bakery, Cafe, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,45,50,11:00
259,           Desi Vibes         ,"North Indian, Mughlai, Kebab",LzKwwSlT.jpg,LzKwwSlT.jpg,"North Indian, Mughlai, Kebab",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,500,55,99,11:00
260,           Nirula's Ice Cream         ,"Ice Cream, Desserts",jqyEJiaF.jpg,jqyEJiaF.jpg,"Ice Cream, Desserts",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,50,11:00
261,           Biryani Mahal         ,Biryani,HEcHxFWx.jpg,HEcHxFWx.jpg,Biryani,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
262,           Mishti's Kitchen         ,Mughlai,HfGfiQTC.jpg,HfGfiQTC.jpg,Mughlai,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,55,99,11:00
263,           Pizza and More         ,"Fast Food, Pizza",eHtIpqnH.jpg,eHtIpqnH.jpg,"Fast Food, Pizza",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
264,           South Indian Restaurant         ,South Indian,yKVdwehd.jpg,yKVdwehd.jpg,South Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
265,           Feast & Beast         ,Fast Food,etcwkXrg.jpg,etcwkXrg.jpg,Fast Food,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,60,99,11:00
266,           Thalis Of India         ,"North Indian, South Indian",IjSKYpyt.jpg,IjSKYpyt.jpg,"North Indian, South Indian",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,50,50,11:00
267,           Veggies Pride         ,North Indian,PbeFXUhl.jpg,PbeFXUhl.jpg,North Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,60,99,11:00
268,           Aggarwal Kachori Wale         ,Street Food,UlWJagcM.jpg,UlWJagcM.jpg,Street Food,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
269,           Darshnam Family Restaurant         ,"North Indian, Chinese",wpSBklqx.jpg,wpSBklqx.jpg,"North Indian, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,55,99,11:00
270,           Thee Pot         ,"Cafe, Fast Food",gnCITkRt.jpg,gnCITkRt.jpg,"Cafe, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,45,50,11:00
271,           Hari Om Restaurant         ,North Indian,hwBeLDsw.jpg,hwBeLDsw.jpg,North Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
272,           Junction 66         ,"North Indian, South Indian",ycjUssLs.jpg,ycjUssLs.jpg,"North Indian, South Indian",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
273,           Al - Noor Chicken Biryani         ,North Indian,ISuSjIQP.jpg,ISuSjIQP.jpg,North Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,60,99,11:00
274,           Jack In the Box         ,"Fast Food, Street Food",VZUwVkkv.jpg,VZUwVkkv.jpg,"Fast Food, Street Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,60,99,11:00
275,           YumYumSouth         ,South Indian,UKLbQnWU.jpg,UKLbQnWU.jpg,South Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,50,50,11:00
276,           Khidmat         ,"North Indian, Mughlai, Chinese",UbzhnPQb.jpg,UbzhnPQb.jpg,"North Indian, Mughlai, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,45,99,11:00
277,           GoGourmet         ,"Healthy Food, Continental, Juices, Salad",MaArJFRS.jpg,MaArJFRS.jpg,"Healthy Food, Continental, Juices, Salad",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,45,99,11:00
278,           Feast & Beast         ,Fast Food,ZTYTuBrS.jpg,ZTYTuBrS.jpg,Fast Food,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,60,99,11:00
279,           Thalis Of India         ,"North Indian, South Indian",TrjfXLQb.jpg,TrjfXLQb.jpg,"North Indian, South Indian",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,50,50,11:00
280,           Veggies Pride         ,North Indian,cqjFfmkG.jpg,cqjFfmkG.jpg,North Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,60,99,11:00
281,           Aggarwal Kachori Wale         ,Street Food,wILhemes.jpg,wILhemes.jpg,Street Food,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
282,           Darshnam Family Restaurant         ,"North Indian, Chinese",gIKGYMNk.jpg,gIKGYMNk.jpg,"North Indian, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,55,99,11:00
283,           Thee Pot         ,"Cafe, Fast Food",afbzjSpD.jpg,afbzjSpD.jpg,"Cafe, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,45,50,11:00
284,           Hari Om Restaurant         ,North Indian,JVqbhgCP.jpg,JVqbhgCP.jpg,North Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
285,           Junction 66         ,"North Indian, South Indian",qxFgjcUU.jpg,qxFgjcUU.jpg,"North Indian, South Indian",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
286,           Al - Noor Chicken Biryani         ,North Indian,zaEHivYE.jpg,zaEHivYE.jpg,North Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,60,99,11:00
287,           Jack In the Box         ,"Fast Food, Street Food",KyjrESQf.jpg,KyjrESQf.jpg,"Fast Food, Street Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,60,99,11:00
288,           YumYumSouth         ,South Indian,MCdGhZxF.jpg,MCdGhZxF.jpg,South Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,50,50,11:00
289,           Khidmat         ,"North Indian, Mughlai, Chinese",vsTCBPLK.jpg,vsTCBPLK.jpg,"North Indian, Mughlai, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,45,99,11:00
290,           GoGourmet         ,"Healthy Food, Continental, Juices, Salad",HBFWGzSB.jpg,HBFWGzSB.jpg,"Healthy Food, Continental, Juices, Salad",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,45,99,11:00
291,           The Chinese Vs North Kitchen         ,"North Indian, Chinese, Fast Food",DElMNoiV.jpg,DElMNoiV.jpg,"North Indian, Chinese, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,350,60,99,11:00
292,           Ovenstory Pizza         ,"Pizza, Fast Food",urnVjirZ.jpg,urnVjirZ.jpg,"Pizza, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,350,45,149,11:00
293,           Full House Bakery Cafe         ,"Bakery, Fast Food, Desserts",LfyhunMr.jpg,LfyhunMr.jpg,"Bakery, Fast Food, Desserts",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,50,50,11:00
294,           Fit Food 27         ,"Sandwich, Fast Food, Beverages",OMoNObFg.jpg,OMoNObFg.jpg,"Sandwich, Fast Food, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,40,50,11:00
295,           AlNoor Mughlai Food         ,"North Indian, Mughlai",IDSGTpkt.jpg,IDSGTpkt.jpg,"North Indian, Mughlai",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,45,50,11:00
296,           Sagar Ratna         ,"South Indian, North Indian, Chinese",qmGwAOQU.jpg,qmGwAOQU.jpg,"South Indian, North Indian, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,30,50,11:00
297,           M2 Meat Murga         ,"North Indian, Mughlai, Chinese",pkkBHKiT.jpg,pkkBHKiT.jpg,"North Indian, Mughlai, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
298,           Biryani Hive         ,Biryani,oLzFpoTH.jpg,oLzFpoTH.jpg,Biryani,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,45,50,11:00
299,           States         ,"North Indian, South Indian",OoLkpxBa.jpg,OoLkpxBa.jpg,"North Indian, South Indian",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,60,99,11:00
300,           The Black Coffee Cafe         ,"Cafe, American, Fast Food, Beverages",qoQaZdbf.jpg,qoQaZdbf.jpg,"Cafe, American, Fast Food, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,50,50,11:00
301,           Pizza Galleria         ,"Pizza, Fast Food, Beverages",xWFWlBzc.jpg,xWFWlBzc.jpg,"Pizza, Fast Food, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
302,           Dosa-Vosa         ,South Indian,IVeSEAkD.jpg,IVeSEAkD.jpg,South Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
303,           Captain Chang         ,"Chinese, Asian, Momos",vcguOkGm.jpg,vcguOkGm.jpg,"Chinese, Asian, Momos",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,99,11:00
304,           WOW! Momo         ,"Momos, Fast Food",xawRkSLw.jpg,xawRkSLw.jpg,"Momos, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
305,           Petpooja         ,"North Indian, Fast Food",hcIarEhw.jpg,hcIarEhw.jpg,"North Indian, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
306,           Namaste Bihar         ,"North Indian, Chinese, Bihari",PhiEbTLD.jpg,PhiEbTLD.jpg,"North Indian, Chinese, Bihari",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
307,           Fit Food 27         ,"Sandwich, Fast Food, Beverages",homByFDG.jpg,homByFDG.jpg,"Sandwich, Fast Food, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,40,50,11:00
308,           AlNoor Mughlai Food         ,"North Indian, Mughlai",ZWBnniJA.jpg,ZWBnniJA.jpg,"North Indian, Mughlai",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,45,50,11:00
309,           Sagar Ratna         ,"South Indian, North Indian, Chinese",rbDVlZOZ.jpg,rbDVlZOZ.jpg,"South Indian, North Indian, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,30,50,11:00
310,           M2 Meat Murga         ,"North Indian, Mughlai, Chinese",zVvzSrzr.jpg,zVvzSrzr.jpg,"North Indian, Mughlai, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
311,           Biryani Hive         ,Biryani,kyhDrKzx.jpg,kyhDrKzx.jpg,Biryani,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,45,50,11:00
312,           States         ,"North Indian, South Indian",NIJtykJk.jpg,NIJtykJk.jpg,"North Indian, South Indian",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,60,99,11:00
313,           The Black Coffee Cafe         ,"Cafe, American, Fast Food, Beverages",pQxZgYsu.jpg,pQxZgYsu.jpg,"Cafe, American, Fast Food, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,50,50,11:00
314,           Pizza Galleria         ,"Pizza, Fast Food, Beverages",OtbOptne.jpg,OtbOptne.jpg,"Pizza, Fast Food, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
315,           Dosa-Vosa         ,South Indian,rcCXLMuU.jpg,rcCXLMuU.jpg,South Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
316,           Captain Chang         ,"Chinese, Asian, Momos",ZPkRhOGZ.jpg,ZPkRhOGZ.jpg,"Chinese, Asian, Momos",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,99,11:00
317,           WOW! Momo         ,"Momos, Fast Food",ehoOmnxF.jpg,ehoOmnxF.jpg,"Momos, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
318,           Petpooja         ,"North Indian, Fast Food",XqDNEgqE.jpg,XqDNEgqE.jpg,"North Indian, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
319,           Namaste Bihar         ,"North Indian, Chinese, Bihari",rQDcTtrI.jpg,rQDcTtrI.jpg,"North Indian, Chinese, Bihari",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
320,           The Tasty Corner         ,"North Indian, Chinese",CeZmEsCu.jpg,CeZmEsCu.jpg,"North Indian, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,45,50,11:00
321,           Coastal Curries         ,South Indian,OUzoFTSI.jpg,OUzoFTSI.jpg,South Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,50,50,11:00
322,           Ongton         ,Chinese,BBFNrpJl.jpg,BBFNrpJl.jpg,Chinese,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,50,11:00
323,           Slice Of Italy         ,"Pizza, Italian, Salad, Bakery, Sandwich, Beverages",fdouIjaC.jpg,fdouIjaC.jpg,"Pizza, Italian, Salad, Bakery, Sandwich, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,40,50,11:00
324,           The Zaika King         ,"North Indian, Mughlai, Momos",fGHOQynG.jpg,fGHOQynG.jpg,"North Indian, Mughlai, Momos",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,45,50,11:00
325,           Southy         ,South Indian,UpqJALUs.jpg,UpqJALUs.jpg,South Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,50,11:00
326,           The Good Bowl         ,"Asian, Biryani, North Indian",rCXEHzGQ.jpg,rCXEHzGQ.jpg,"Asian, Biryani, North Indian",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,99,11:00
327,           Meal a Deal         ,"North Indian, Fast Food",nNxfsmEd.jpg,nNxfsmEd.jpg,"North Indian, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,50,11:00
328,           Quick Grabs         ,"North Indian, Chinese",HOjtaVFF.jpg,HOjtaVFF.jpg,"North Indian, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,45,99,11:00
329,           Speedy Chow         ,"Chinese, Asian",VQavtOWr.jpg,VQavtOWr.jpg,"Chinese, Asian",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,99,11:00
330,           Cuisine of China         ,"Chinese, Thai, Momos",gpSIgmjG.jpg,gpSIgmjG.jpg,"Chinese, Thai, Momos",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,45,99,11:00
331,           Kathi Junction         ,"Rolls, North Indian, Biryani",kWqUcOHE.jpg,kWqUcOHE.jpg,"Rolls, North Indian, Biryani",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,45,50,11:00
332,           Baskin Robbins         ,"Desserts, Ice Cream, Beverages",RnpudPWd.jpg,RnpudPWd.jpg,"Desserts, Ice Cream, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,99,11:00
333,           Moti Mahal Deluxe Advant         ,"North Indian, Mughlai",nzNISRYw.jpg,nzNISRYw.jpg,"North Indian, Mughlai",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,400,45,99,11:00
334,           Maayas Sweets         ,"North Indian, South Indian, Chinese, Mithai",kLHjeBeo.jpg,kLHjeBeo.jpg,"North Indian, South Indian, Chinese, Mithai",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
335,           Fourty Four         ,Continental,KJKHrNMH.jpg,KJKHrNMH.jpg,Continental,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,45,50,11:00
336,           Coastal Curries         ,South Indian,kJYgGwgy.jpg,kJYgGwgy.jpg,South Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,50,50,11:00
337,           Ongton         ,Chinese,dnUuPBZA.jpg,dnUuPBZA.jpg,Chinese,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,50,11:00
338,           Slice Of Italy         ,"Pizza, Italian, Salad, Bakery, Sandwich, Beverages",GRnstmPh.jpg,GRnstmPh.jpg,"Pizza, Italian, Salad, Bakery, Sandwich, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,40,50,11:00
339,           The Zaika King         ,"North Indian, Mughlai, Momos",DAmXHGgb.jpg,DAmXHGgb.jpg,"North Indian, Mughlai, Momos",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,45,50,11:00
340,           Southy         ,South Indian,UMHkhFgf.jpg,UMHkhFgf.jpg,South Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,50,11:00
341,           The Good Bowl         ,"Asian, Biryani, North Indian",foDLLOZv.jpg,foDLLOZv.jpg,"Asian, Biryani, North Indian",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,99,11:00
342,           Meal a Deal         ,"North Indian, Fast Food",QYqqOIHj.jpg,QYqqOIHj.jpg,"North Indian, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,50,11:00
343,           Quick Grabs         ,"North Indian, Chinese",omqgBPLc.jpg,omqgBPLc.jpg,"North Indian, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,45,99,11:00
344,           Speedy Chow         ,"Chinese, Asian",tTMnnjqC.jpg,tTMnnjqC.jpg,"Chinese, Asian",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,99,11:00
345,           Cuisine of China         ,"Chinese, Thai, Momos",tFWPSjMf.jpg,tFWPSjMf.jpg,"Chinese, Thai, Momos",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,45,99,11:00
346,           Kathi Junction         ,"Rolls, North Indian, Biryani",DkrxzckF.jpg,DkrxzckF.jpg,"Rolls, North Indian, Biryani",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,45,50,11:00
347,           Baskin Robbins         ,"Desserts, Ice Cream, Beverages",KlkHBBdh.jpg,KlkHBBdh.jpg,"Desserts, Ice Cream, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,99,11:00
