id,name,description,short_description,food_type,is_offer_active,is_variant,base_price,is_outof_stock,status,is_deleted,created_on,updated_on
4851,Paneer Punjabi Tarka,Paneer Punjabi Tarka,Paneer Punjabi Tarka,Non-Vegetarian,True,False,190,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4852,Matar Paneer,Matar Paneer,Matar Paneer,Non-Vegetarian,True,False,190,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4853,Paneer Do Pyaza,Paneer Do Pyaza,Paneer Do Pyaza,Vegetarian,True,False,190,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4854,Butter Chaap Gravy,Butter Chaap Gravy,Butter Chaap Gravy,Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4855,Masala Chaap Gravy,Masala Chaap Gravy,Masala Chaap Gravy,Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4856,Kadai Chaap Gravy,Kadai Chaap Gravy,Kadai Chaap Gravy,Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4857,Shahi Chaap Gravy,Shahi Chaap Gravy,Shahi Chaap Gravy,Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4858,Dal Makhani,Dal Makhani,Dal Makhani,Non-Vegetarian,True,False,90,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4859,Dal Tadka,Dal Tadka,Dal Tadka,Vegetarian,True,False,80,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4860,Dal Fry,Dal Fry,Dal Fry,Vegetarian,True,False,80,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4861,Rajma Masala,Rajma Masala,Rajma Masala,Non-Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4862,Chicken Changezi,Chicken Changezi,Chicken Changezi,Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4863,Chicken Kadai,Chicken Kadai,Chicken Kadai,Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4864,Chicken Kali Mirch,Chicken Kali Mirch,Chicken Kali Mirch,Non-Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4865,Chicken Korma,Chicken Korma,Chicken Korma,Non-Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4866,Butter Chicken,Butter Chicken,Butter Chicken,Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4867,Chicken Curry,Chicken Curry,Chicken Curry,Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4868,Chicken Lababdar,Chicken Lababdar,Chicken Lababdar,Vegetarian,True,False,340,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4869,Chicken Do Pyaza,Chicken Do Pyaza,Chicken Do Pyaza,Non-Vegetarian,True,False,340,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4870,Chicken Bhuna,Chicken Bhuna,Chicken Bhuna,Non-Vegetarian,True,False,340,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4871,Chicken Rara,Chicken Rara,Chicken Rara,Non-Vegetarian,True,False,340,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4872,Chicken Tikka Masala,Chicken Tikka Masala,Chicken Tikka Masala,Non-Vegetarian,True,False,170,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4873,Butter Chicken Tikka Masala,Butter Chicken Tikka Masala,Butter Chicken Tikka Masala,Non-Vegetarian,True,False,170,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4874,Chicken Tikka Lababdar,Chicken Tikka Lababdar,Chicken Tikka Lababdar,Vegetarian,True,False,170,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4875,Chicken Tikka Kali Mirch,Chicken Tikka Kali Mirch,Chicken Tikka Kali Mirch,Non-Vegetarian,True,False,170,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4876,Egg Curry,Egg Curry,Egg Curry,Non-Vegetarian,True,False,110,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4877,Mutton Korma,Mutton Korma,Mutton Korma,Non-Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4878,Mutton Rogan Josh,Mutton Rogan Josh,Mutton Rogan Josh,Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4879,Mutton Haryali,Mutton Haryali,Mutton Haryali,Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4880,Mutton Rara,Mutton Rara,Mutton Rara,Non-Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4881,Mutton Masala,Mutton Masala,Mutton Masala,Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4882,Mutton Curry,Mutton Curry,Mutton Curry,Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4883,Bhuna Gosht,Bhuna Gosht,Bhuna Gosht,Non-Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4884,Fish Curry,Fish Curry,Fish Curry,Vegetarian,True,False,280,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4885,Tawa Fish,Tawa Fish,Tawa Fish,Vegetarian,True,False,280,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4886,Fish Tikka Masala,Fish Tikka Masala,Fish Tikka Masala,Vegetarian,True,False,280,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4887,Shahi Fish,Shahi Fish,Shahi Fish,Vegetarian,True,False,280,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4888,Tawa Roti,Tawa Roti,Tawa Roti,Vegetarian,True,False,15,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4889,Tandoori Roti,Tandoori Roti,Tandoori Roti,Vegetarian,True,False,15,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4890,Butter Tandoori Roti,Butter Tandoori Roti,Butter Tandoori Roti,Vegetarian,True,False,15,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4891,Rumali Roti,Rumali Roti,Rumali Roti,Vegetarian,True,False,15,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4892,Plain Naan,Plain Naan,Plain Naan,Vegetarian,True,False,30,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4893,Butter Naan,Butter Naan,Butter Naan,Non-Vegetarian,True,False,40,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4894,Paneer Naan,Paneer Naan,Paneer Naan,Non-Vegetarian,True,False,50,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4895,Garlic Naan,Garlic Naan,Garlic Naan,Vegetarian,True,False,40,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4896,Lachha Paratha,Lachha Paratha,Lachha Paratha,Non-Vegetarian,True,False,30,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4897,Pudina Paratha,Pudina Paratha,Pudina Paratha,Vegetarian,True,False,40,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4898,Aloo Paratha,Aloo Paratha,Aloo Paratha,Vegetarian,True,False,40,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4899,Aloo Pyaz Paratha,Aloo Pyaz Paratha,Aloo Pyaz Paratha,Non-Vegetarian,True,False,50,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4900,Paneer Paratha,Paneer Paratha,Paneer Paratha,Non-Vegetarian,True,False,60,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4901,Paneer Pyaz Paratha,Paneer Pyaz Paratha,Paneer Pyaz Paratha,Non-Vegetarian,True,False,80,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4902,Mix Paratha,Mix Paratha,Mix Paratha,Non-Vegetarian,True,False,60,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4903,Gobi Paratha,Gobi Paratha,Gobi Paratha,Vegetarian,True,False,60,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4904,Chicken Keema Paratha,Chicken Keema Paratha,Chicken Keema Paratha,Non-Vegetarian,True,False,90,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4905,Chilly Paneer Dry,Chilly Paneer Dry,Chilly Paneer Dry,Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4906,Veg Manchurian Dry,Veg Manchurian Dry,Veg Manchurian Dry,Vegetarian,True,False,90,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4907,Chilly Mushroom Dry,Chilly Mushroom Dry,Chilly Mushroom Dry,Non-Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4908,Gobi Manchurian,Gobi Manchurian,Gobi Manchurian,Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4909,Chilly Paneer Gravy,Chilly Paneer Gravy,Chilly Paneer Gravy,Non-Vegetarian,True,False,130,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4910,Veg Manchurian Gravy,Veg Manchurian Gravy,Veg Manchurian Gravy,Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4911,Chilly Chicken Dry,Chilly Chicken Dry,Chilly Chicken Dry,Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4912,Garlic Chicken Dry,Garlic Chicken Dry,Garlic Chicken Dry,Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4913,Chicken Manchurian Dry,Chicken Manchurian Dry,Chicken Manchurian Dry,Non-Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4914,Chicken 65,Chicken 65,Chicken 65,Non-Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4915,Chicken Lollypop [6 Pieces],Chicken Lollypop [6 Pieces],Chicken Lollypop [6 Pieces],Non-Vegetarian,True,False,200,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4916,Chilly Chicken Gravy,Chilly Chicken Gravy,Chilly Chicken Gravy,Non-Vegetarian,True,False,130,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4917,Garlic Chicken Gravy,Garlic Chicken Gravy,Garlic Chicken Gravy,Vegetarian,True,False,130,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4918,Chicken Manchurian Gravy,Chicken Manchurian Gravy,Chicken Manchurian Gravy,Vegetarian,True,False,130,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4919,Veg Fried Rice,Veg Fried Rice,Veg Fried Rice,Vegetarian,True,False,60,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4920,Chilly Garlic Fried Rice,Chilly Garlic Fried Rice,Chilly Garlic Fried Rice,Non-Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4921,Veg Singapuri Fried Rice,Veg Singapuri Fried Rice,Veg Singapuri Fried Rice,Vegetarian,True,False,70,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4922,Veg Schezwan Fried Rice,Veg Schezwan Fried Rice,Veg Schezwan Fried Rice,Vegetarian,True,False,70,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4923,Paneer Fried Rice,Paneer Fried Rice,Paneer Fried Rice,Vegetarian,True,False,90,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4924,Mushroom Fried Rice,Mushroom Fried Rice,Mushroom Fried Rice,Non-Vegetarian,True,False,90,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4925,Egg  Fried Rice,Egg  Fried Rice,Egg  Fried Rice,Non-Vegetarian,True,False,80,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4926,Chicken Fried Rice,Chicken Fried Rice,Chicken Fried Rice,Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4927,Egg Chicken Fried Rice,Egg Chicken Fried Rice,Egg Chicken Fried Rice,Non-Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4928,Chicken Chilly Garlic Fried Rice,Chicken Chilly Garlic Fried Rice,Chicken Chilly Garlic Fried Rice,Non-Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4929,Veg Noodles,Veg Noodles,Veg Noodles,Vegetarian,True,False,80,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4930,Veg Hakka Noodles,Veg Hakka Noodles,Veg Hakka Noodles,Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4931,Chilly Garlic Noodles,Chilly Garlic Noodles,Chilly Garlic Noodles,Non-Vegetarian,True,False,90,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4932,Singapuri Noodles,Singapuri Noodles,Singapuri Noodles,Vegetarian,True,False,90,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4933,Paneer Noodles,Paneer Noodles,Paneer Noodles,Vegetarian,True,False,90,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4934,Mushroom Noodles,Mushroom Noodles,Mushroom Noodles,Vegetarian,True,False,90,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4935,Egg Noodles,Egg Noodles,Egg Noodles,Non-Vegetarian,True,False,80,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4936,Egg Chicken Noodles,Egg Chicken Noodles,Egg Chicken Noodles,Non-Vegetarian,True,False,110,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4937,Chicken Noodles,Chicken Noodles,Chicken Noodles,Vegetarian,True,False,90,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4938,Chicken Hakka Noodles,Chicken Hakka Noodles,Chicken Hakka Noodles,Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4939,Chilly Garlic Chicken Noodles,Chilly Garlic Chicken Noodles,Chilly Garlic Chicken Noodles,Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4940,Chicken Singapuri Noodles,Chicken Singapuri Noodles,Chicken Singapuri Noodles,Non-Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4941,Veg Roll,Veg Roll,Veg Roll,Non-Vegetarian,True,False,40,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4942,Veg Chowmien Roll,Veg Chowmien Roll,Veg Chowmien Roll,Vegetarian,True,False,50,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4943,Veg Paneer Roll,Veg Paneer Roll,Veg Paneer Roll,Non-Vegetarian,True,False,90,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4944,Veg Paneer Bhurji Roll,Veg Paneer Bhurji Roll,Veg Paneer Bhurji Roll,Non-Vegetarian,True,False,110,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4945,Mix Veg Roll,Mix Veg Roll,Mix Veg Roll,Vegetarian,True,False,60,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4946,Paneer Tikka Roll,Paneer Tikka Roll,Paneer Tikka Roll,Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4947,Soya Chaap Roll,Soya Chaap Roll,Soya Chaap Roll,Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4948,Double Paneer Roll,Double Paneer Roll,Double Paneer Roll,Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4949,Veg Spring Roll,Veg Spring Roll,Veg Spring Roll,Non-Vegetarian,True,False,80,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4950,Egg Paneer Roll,Egg Paneer Roll,Egg Paneer Roll,Vegetarian,True,False,110,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4951,Egg Soya Chaap Roll,Egg Soya Chaap Roll,Egg Soya Chaap Roll,Non-Vegetarian,True,False,130,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4952,Egg Roll,Egg Roll,Egg Roll,Non-Vegetarian,True,False,40,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4953,Egg Chowmien Roll,Egg Chowmien Roll,Egg Chowmien Roll,Vegetarian,True,False,60,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4954,Chicken Roll,Chicken Roll,Chicken Roll,Vegetarian,True,False,80,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4955,Egg Chicken Roll,Egg Chicken Roll,Egg Chicken Roll,Non-Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4956,Double Chicken Roll,Double Chicken Roll,Double Chicken Roll,Non-Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4957,Chicken Seekh Kabab Roll,Chicken Seekh Kabab Roll,Chicken Seekh Kabab Roll,Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4958,Chicken Tikka Roll,Chicken Tikka Roll,Chicken Tikka Roll,Non-Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4959,Egg Chicken Tikka Roll,Egg Chicken Tikka Roll,Egg Chicken Tikka Roll,Non-Vegetarian,True,False,130,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4960,Egg Chicken Seekh Kabab Roll,Egg Chicken Seekh Kabab Roll,Egg Chicken Seekh Kabab Roll,Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4961,Mutton Seekh Kabab Roll,Mutton Seekh Kabab Roll,Mutton Seekh Kabab Roll,Non-Vegetarian,True,False,130,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4962,Egg Mutton Seekh Kabab Roll,Egg Mutton Seekh Kabab Roll,Egg Mutton Seekh Kabab Roll,Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4963,Aloo Kulcha with Choley,Aloo Kulcha with Choley,Aloo Kulcha with Choley,Non-Vegetarian,True,False,129,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4964,Desi Ghee Aloo Samosa,Desi Ghee Aloo Samosa,Desi Ghee Aloo Samosa,Vegetarian,True,False,19,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4965,Aloo Tikki,Aloo Tikki,Aloo Tikki,Vegetarian,True,False,79,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4966,Aloo Tikki with Chholey,Aloo Tikki with Chholey,Aloo Tikki with Chholey,Non-Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4967,Dal Kachori,Dal Kachori,Dal Kachori,Vegetarian,True,False,25,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4968,Pyaz Kachori,Pyaz Kachori,Pyaz Kachori,Vegetarian,True,False,29,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4969,Samosa with Chholey,Samosa with Chholey,Samosa with Chholey,Vegetarian,True,False,65,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4970,Bedmi Poori with Raita,Bedmi Poori with Raita,Bedmi Poori with Raita,Vegetarian,True,False,109,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4971,Desi Ghee Choley Bhature,Desi Ghee Choley Bhature,Desi Ghee Choley Bhature,Vegetarian,True,False,140,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4972,Bhalla Papdi Chaat,Bhalla Papdi Chaat,Bhalla Papdi Chaat,Non-Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4973,Dahi Bhalla,Dahi Bhalla,Dahi Bhalla,Non-Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4974,Papdi Chaat,Papdi Chaat,Papdi Chaat,Non-Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4975,Raj Kachori,Raj Kachori,Raj Kachori,Vegetarian,True,False,109,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4976,Rasgulla,Rasgulla,Rasgulla,Non-Vegetarian,True,False,50,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4977,Gulab Jamun,Gulab Jamun,Gulab Jamun,Vegetarian,True,False,50,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4978,Pav Bhaji,Pav Bhaji,Pav Bhaji,Vegetarian,True,False,89,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4979,Pind ke Chole Bhature,Pind ke Chole Bhature,Pind ke Chole Bhature,Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4980,Kachori Sabji,Kachori Sabji,Kachori Sabji,Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4981,Deluxe Thali,Deluxe Thali,Deluxe Thali,Non-Vegetarian,True,False,249,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4982,Special Thali,Special Thali,Special Thali,Non-Vegetarian,True,False,209,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4983,Aloo Kulcha with Choley,Aloo Kulcha with Choley,Aloo Kulcha with Choley,Non-Vegetarian,True,False,129,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4984,Lachha Paratha with Shahi Paneer,Lachha Paratha with Shahi Paneer,Lachha Paratha with Shahi Paneer,Non-Vegetarian,True,False,179,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4985,Lachha Paratha withDal Makhani,Lachha Paratha withDal Makhani,Lachha Paratha withDal Makhani,Vegetarian,True,False,179,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4986,Lachha Paratha with Paneer,Lachha Paratha with Paneer,Lachha Paratha with Paneer,Non-Vegetarian,True,False,179,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4987,Paneer Tikka Pizza,Paneer Tikka Pizza,Paneer Tikka Pizza,Non-Vegetarian,True,False,199,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4988,Veggie Lovers Pizza,Veggie Lovers Pizza,Veggie Lovers Pizza,Non-Vegetarian,True,False,189,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4989,Margherita Pizza,Margherita Pizza,Margherita Pizza,Non-Vegetarian,True,False,159,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4990,Penne Alfredo Sauce Pasta,Penne Alfredo Sauce Pasta,Penne Alfredo Sauce Pasta,Vegetarian,True,False,239,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4991,Penne Arabiata Pasta,Penne Arabiata Pasta,Penne Arabiata Pasta,Non-Vegetarian,True,False,239,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4992,Desi Ghee Aloo Samosa,Desi Ghee Aloo Samosa,Desi Ghee Aloo Samosa,Vegetarian,True,False,19,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
4993,Aloo Tikki,Aloo Tikki,Aloo Tikki,Vegetarian,True,False,79,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
